P,mean_time,std_time,speedup,efficiency_percent,mean_auc,std_auc
1,9.432844877243042,0.8851896754965645,1.0,100.0,0.8041267628908292,1.1102230246251565e-16
2,11.45232089360555,0.027101379841321317,0.8236622921132003,41.183114605660016,0.8032409545315579,1.1102230246251565e-16
4,14.926718791325888,0.11511493579848525,0.631943631357522,15.79859078393805,0.8030620164537637,0.000615874436867548
8,23.000855445861816,0.3090782639952879,0.41010843702946476,5.126355462868309,0.8024239888113177,0.00033718944244107184
